SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
"442417,0,Cash loans,M,N,Y,0,135000.0,1049094.0,37296.0,751500.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.006233,-13984,-3710,-8069.0,-4484,,1,1,0,1,0,0,Medicine staff,2.0,2,2,WEDNESDAY,13,0,0,0,0,0,0,Medicine,0.3592331900432148,0.5535138512211221,0.4578995512067301,0.0711,0.0133,0.9771,0.6872,0.0005,0.0,0.1379,0.1667,0.2083,0.0595,0.058,0.0671,0.0,0.0093,0.0725,0.0138,0.9772,0.6994,0.0005,0.0,0.1379,0.1667,0.2083,0.0609,0.0634,0.0699,0.0,0.0098,0.0718,0.0133,0.9771,0.6914,0.0005,0.0,0.1379,0.1667,0.2083,0.0605,0.059,0.0683,0.0,0.0095,reg oper account,block of flats,0.0548,""Stone, brick"",No,0.0,0.0,0.0,0.0,-636.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0"
299858,0,Cash loans,F,N,Y,0,189000.0,385164.0,17977.5,292500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.010276,-16721,-2503,-1978.0,-262,,1,1,0,1,0,0,Managers,1.0,2,2,SATURDAY,18,0,0,0,0,1,1,Business Entity Type 3,0.3429332670355929,0.5275217248587635,0.3979463219016906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-983.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
355324,0,Cash loans,F,N,Y,0,67500.0,175896.0,7875.0,126000.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.016612,-20123,365243,-12579.0,-3171,,1,0,0,1,0,0,,2.0,2,2,THURSDAY,13,0,0,0,0,0,0,XNA,,0.4567197176242419,0.8435435389318647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-639.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
112893,1,Cash loans,M,Y,N,1,157500.0,314100.0,17167.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018801,-11958,-2542,-612.0,-3608,13.0,1,1,0,1,0,0,Drivers,3.0,2,2,FRIDAY,14,0,0,0,0,0,0,Business Entity Type 3,0.2542980167321591,0.5768164518605912,0.7421816117614419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-1789.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0
309688,0,Cash loans,F,Y,Y,1,157500.0,327024.0,16033.5,270000.0,Other_A,Working,Secondary / secondary special,Civil marriage,House / apartment,0.020713,-13998,-2433,-812.0,-851,9.0,1,1,0,1,0,0,Drivers,3.0,3,2,TUESDAY,7,0,0,0,0,0,0,Electricity,0.4839601917716824,0.690636034578927,0.3979463219016906,0.1113,0.0878,0.9866,0.8164,0.0261,0.12,0.1034,0.3333,0.375,0.025,0.0908,0.1251,0.0,0.0,0.1134,0.0911,0.9866,0.8236,0.0264,0.1208,0.1034,0.3333,0.375,0.0256,0.0992,0.1304,0.0,0.0,0.1124,0.0878,0.9866,0.8189,0.0263,0.12,0.1034,0.3333,0.375,0.0255,0.0923,0.1274,0.0,0.0,reg oper spec account,block of flats,0.0984,Panel,No,2.0,1.0,2.0,1.0,-358.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
369234,0,Cash loans,F,Y,Y,1,1125000.0,1024740.0,52452.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020713,-14708,-1219,-5966.0,-6001,8.0,1,1,0,1,0,1,Managers,3.0,3,3,FRIDAY,7,0,0,0,0,0,0,Other,0.1470598972519931,0.3410541021276963,0.3217352821966848,0.0701,0.0505,0.9816,0.7484,0.0,0.0,0.1379,0.1667,0.2083,0.0804,0.0555,0.0623,0.0077,0.0156,0.0714,0.0525,0.9816,0.7583,0.0,0.0,0.1379,0.1667,0.2083,0.0822,0.0606,0.0649,0.0078,0.0165,0.0708,0.0505,0.9816,0.7518,0.0,0.0,0.1379,0.1667,0.2083,0.0818,0.0564,0.0634,0.0078,0.0159,reg oper account,block of flats,0.0567,Panel,No,0.0,0.0,0.0,0.0,-785.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
"234173,0,Cash loans,M,Y,Y,1,450000.0,1191825.0,115056.0,1125000.0,Family,Commercial associate,Higher education,Married,House / apartment,0.04622,-14869,-4220,-8998.0,-4994,13.0,1,1,0,1,0,1,High skill tech staff,3.0,1,1,SUNDAY,14,0,0,0,0,1,1,Business Entity Type 3,0.3611011497991485,0.7128714218539343,0.5064842396679806,,0.0238,0.9816,,,,,,,,,,,,,0.0247,0.9816,,,,,,,,,,,,,0.0238,0.9816,,,,,,,,,,,,,block of flats,0.0853,""Stone, brick"",No,0.0,0.0,0.0,0.0,-1078.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,2.0"
215871,0,Cash loans,F,N,N,0,67500.0,90000.0,6219.0,90000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.026392,-16357,-132,-1936.0,-4093,,1,1,0,1,0,0,Sales staff,2.0,2,2,WEDNESDAY,14,0,0,0,0,0,0,Business Entity Type 3,,0.4280144901411062,0.2079641743053816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-203.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0
"248316,0,Cash loans,F,N,Y,1,225000.0,1363482.0,45193.5,1116000.0,Family,Working,Secondary / secondary special,Single / not married,House / apartment,0.04622,-18085,-896,-8976.0,-1584,,1,1,0,1,0,0,Laborers,2.0,1,1,THURSDAY,11,0,0,0,0,1,1,Business Entity Type 3,,0.7307684930651328,0.3280631605201915,0.0557,0.0389,0.9876,,,0.04,0.0345,0.3333,,,,0.0439,,,0.0567,0.0404,0.9876,,,0.0403,0.0345,0.3333,,,,0.0457,,,0.0562,0.0389,0.9876,,,0.04,0.0345,0.3333,,,,0.0447,,,,block of flats,0.0558,""Stone, brick"",No,0.0,0.0,0.0,0.0,-2390.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0"
"257093,0,Revolving loans,M,Y,Y,1,121500.0,270000.0,13500.0,270000.0,""Spouse, partner"",Commercial associate,Secondary / secondary special,Married,House / apartment,0.018029,-8875,-1518,-785.0,-1544,16.0,1,1,0,1,1,0,Managers,3.0,3,3,WEDNESDAY,14,0,0,0,0,0,0,Business Entity Type 3,0.3437463842224756,0.5793978533150027,0.4686596550493113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1460.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,5.0"
165186,0,Cash loans,F,Y,N,0,103500.0,1223010.0,51817.5,1125000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.031329,-12037,-2212,-1882.0,-3560,14.0,1,1,1,1,0,0,Sales staff,2.0,2,2,THURSDAY,13,0,0,0,1,1,0,Government,0.4309853085959712,0.1604053214783667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,9.0,0.0,-860.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
338967,0,Cash loans,F,N,N,0,135000.0,180000.0,14350.5,180000.0,Unaccompanied,Working,Incomplete higher,Single / not married,With parents,0.015221,-10322,-196,-4221.0,-3006,,1,1,0,1,0,0,Sales staff,1.0,2,2,FRIDAY,13,0,0,0,0,0,0,Business Entity Type 3,,0.0612898900602014,0.363945238612397,0.2588,0.2171,0.9866,0.8164,0.1334,0.28,0.2414,0.3333,0.375,0.1769,0.2093,0.2906,0.0077,0.0101,0.2637,0.2253,0.9866,0.8236,0.1346,0.282,0.2414,0.3333,0.375,0.181,0.2287,0.3028,0.0078,0.0107,0.2613,0.2171,0.9866,0.8189,0.1342,0.28,0.2414,0.3333,0.375,0.18,0.2129,0.2958,0.0078,0.0103,reg oper account,block of flats,0.3037,Panel,No,5.0,2.0,5.0,2.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
284459,1,Cash loans,F,N,N,0,112500.0,270000.0,13131.0,270000.0,Unaccompanied,Working,Incomplete higher,Single / not married,With parents,0.006629,-9789,-971,-4662.0,-1563,,1,1,0,1,0,0,Accountants,1.0,2,2,MONDAY,6,0,0,0,0,1,1,Postal,,0.6188834740281831,0.1261005588362325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-634.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
"357944,0,Cash loans,F,N,N,0,67500.0,180000.0,9423.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.018634,-15873,-690,-4760.0,-4879,,1,1,1,1,0,0,Laborers,1.0,2,2,THURSDAY,12,0,0,0,0,0,0,Business Entity Type 2,,0.6786829558572324,0.6528965519806539,0.0763,,0.9786,0.7076,,0.0,0.1379,,0.2083,,0.0622,0.0695,0.0,0.0,0.0777,,0.9786,0.7190000000000001,,0.0,0.1379,,0.2083,,0.068,0.0724,0.0,0.0,0.077,,0.9786,0.7115,,0.0,0.1379,,0.2083,,0.0633,0.0707,0.0,0.0,org spec account,block of flats,0.0705,""Stone, brick"",No,0.0,0.0,0.0,0.0,-2006.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0"
216460,0,Cash loans,M,Y,Y,1,270000.0,688500.0,35284.5,688500.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.030755,-21689,365243,-4618.0,-4936,28.0,1,0,0,1,0,0,,3.0,2,2,SUNDAY,14,0,0,0,0,0,0,XNA,,0.646613633195247,0.0734726404118144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-1745.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
"154096,0,Revolving loans,F,N,Y,0,112500.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.011703,-12473,-1443,-6146.0,-3970,,1,1,0,1,0,0,Laborers,2.0,2,2,THURSDAY,11,0,0,0,0,0,0,Industry: type 1,,0.5414549088081161,0.6658549219640212,0.0258,0.0872,0.9672,0.5512,0.0,0.0,0.1379,0.125,0.1667,0.0,0.0193,0.0399,0.0,0.0284,0.0263,0.0905,0.9672,0.5688,0.0,0.0,0.1379,0.125,0.1667,0.0,0.0211,0.0415,0.0,0.03,0.026,0.0872,0.9672,0.5572,0.0,0.0,0.1379,0.125,0.1667,0.0,0.0197,0.0406,0.0,0.029,reg oper account,block of flats,0.0493,""Stone, brick"",No,3.0,1.0,3.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0"
165235,0,Cash loans,F,Y,Y,3,67500.0,640080.0,29970.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.015221,-14125,-744,-574.0,-2442,17.0,1,1,0,1,0,0,Sales staff,5.0,2,2,FRIDAY,12,0,0,0,1,1,1,Self-employed,,0.0556458106281081,0.5620604831738043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-887.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
169086,0,Cash loans,M,N,Y,0,112500.0,306306.0,14863.5,247500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020713,-13494,-5377,-79.0,-4205,,1,1,0,1,0,0,,2.0,3,3,WEDNESDAY,8,0,0,0,0,1,1,Business Entity Type 1,0.1205909672631409,0.4260722607402184,0.25533177083329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-865.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
132205,0,Revolving loans,M,Y,Y,0,157500.0,270000.0,13500.0,270000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.015221,-14738,-1318,-3584.0,-4462,8.0,1,1,0,1,0,0,High skill tech staff,2.0,2,2,THURSDAY,10,0,1,1,0,1,1,Construction,0.4104878395683264,0.1262837990845134,,0.1976,0.1669,0.9846,0.7959999999999999,0.1476,0.2132,0.1838,0.3333,0.375,0.1361,0.3001,0.2026,0.0077,0.0353,0.1134,0.0686,0.9846,0.804,0.149,0.1208,0.1034,0.3333,0.375,0.0595,0.3278,0.1199,0.0078,0.0035,0.1124,0.1669,0.9846,0.7987,0.1485,0.12,0.1034,0.3333,0.375,0.1384,0.3053,0.1179,0.0078,0.011,org spec account,block of flats,0.3796,Panel,No,3.0,2.0,3.0,2.0,-444.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
152827,0,Revolving loans,M,N,Y,0,225000.0,900000.0,45000.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,Office apartment,0.030755,-9871,-135,-1212.0,-2565,,1,1,0,1,0,0,,1.0,2,2,SATURDAY,14,0,0,0,0,0,0,Other,,0.6608829032982987,0.7001838506835805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,6.0,0.0,-31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,2.0
206963,0,Cash loans,F,Y,Y,0,202500.0,696150.0,29623.5,562500.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.035792,-17790,-2877,-3257.0,-1352,13.0,1,1,0,1,0,0,Accountants,1.0,2,2,THURSDAY,12,0,0,0,0,0,0,Self-employed,,0.549148594041799,0.6738300778602003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2351.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
368370,1,Cash loans,F,N,Y,1,148500.0,521280.0,26743.5,450000.0,Other_B,Working,Secondary / secondary special,Married,House / apartment,0.0084739999999999,-15083,-847,-516.0,-1475,,1,1,0,1,0,0,High skill tech staff,3.0,2,2,SATURDAY,12,0,0,0,0,0,0,Industry: type 9,,0.6238789339957658,0.7662336700704004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,-1448.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,3.0
366634,0,Cash loans,F,N,Y,0,175500.0,562491.0,22437.0,454500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.009175,-23320,365243,-6914.0,-3946,,1,0,0,1,1,0,,2.0,2,2,THURSDAY,9,0,0,0,0,0,0,XNA,,0.7652668789898236,0.6127042441012546,0.2289,0.0392,0.9841,,,0.24,0.2069,0.3333,,,,0.1529,,0.0,0.2332,0.0407,0.9841,,,0.2417,0.2069,0.3333,,,,0.1593,,0.0,0.2311,0.0392,0.9841,,,0.24,0.2069,0.3333,,,,0.1557,,0.0,,block of flats,0.1879,Panel,No,2.0,0.0,2.0,0.0,-1570.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
283439,1,Cash loans,M,N,N,0,180000.0,675000.0,19867.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0228,-21544,-1152,-11922.0,-4783,,1,1,0,1,0,0,Laborers,2.0,2,2,THURSDAY,11,0,0,0,0,1,1,Other,,0.1942151121136184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
"306887,0,Cash loans,F,Y,Y,2,135000.0,1078200.0,31653.0,900000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.001417,-15456,-3563,-1610.0,-4429,8.0,1,1,0,1,1,1,Managers,4.0,2,2,WEDNESDAY,8,0,0,0,0,1,1,Business Entity Type 3,0.6550932439453255,0.5679425372450402,0.4418358231994413,0.0423,0.059,0.9975,0.966,0.0064,0.0,0.0803,0.125,0.0417,0.0135,0.0328,0.042,0.0077,0.0483,0.0347,0.0445,0.9975,0.9673,0.0049,0.0,0.069,0.125,0.0417,0.0092,0.0294,0.0342,0.0039,0.0277,0.0344,0.0469,0.9975,0.9665,0.0059,0.0,0.069,0.125,0.0417,0.0134,0.0274,0.04,0.0039,0.0372,reg oper account,block of flats,0.0258,""Stone, brick"",No,0.0,0.0,0.0,0.0,-2687.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0"
227964,1,Revolving loans,F,Y,Y,1,81000.0,247500.0,12375.0,247500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.006852,-16474,-650,-2726.0,-14,14.0,1,1,1,1,1,0,Laborers,3.0,3,3,FRIDAY,7,0,0,0,0,0,0,Self-employed,,0.0177629874694002,0.1951984060044098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,-193.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
402205,0,Cash loans,F,N,Y,0,360000.0,900000.0,46084.5,900000.0,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.04622,-18378,-10968,-8682.0,-1938,,1,1,0,1,0,0,Core staff,1.0,1,1,THURSDAY,13,0,0,0,0,0,0,Government,0.6756224061873027,0.6186307079426449,,0.0619,0.06,0.9831,,,0.0,0.1379,0.1667,,0.046,,0.062,,0.0286,0.063,0.0623,0.9831,,,0.0,0.1379,0.1667,,0.0471,,0.0646,,0.0303,0.0625,0.06,0.9831,,,0.0,0.1379,0.1667,,0.0468,,0.0631,,0.0292,,block of flats,0.055,Panel,No,2.0,0.0,2.0,0.0,-3436.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0
181767,0,Cash loans,M,Y,Y,3,225000.0,263686.5,31423.5,238500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.02461,-12106,-922,-5872.0,-3287,11.0,1,1,0,1,1,0,Drivers,5.0,2,2,MONDAY,10,0,0,0,1,1,0,Trade: type 7,0.198386318043961,0.7690518397348782,0.4561097392782771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,0.0,15.0,0.0,-1940.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
101116,0,Cash loans,F,Y,Y,0,135000.0,352044.0,17253.0,247500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.009175,-14390,-2468,-4580.0,-4708,64.0,1,1,0,1,0,0,Medicine staff,2.0,2,2,WEDNESDAY,10,0,0,0,0,1,1,Medicine,,0.7050751396313083,0.5691487713619409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-85.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
224296,0,Cash loans,F,N,Y,0,112500.0,521280.0,23089.5,450000.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.025164,-20937,365243,-6282.0,-4135,,1,0,0,1,0,0,,2.0,2,2,MONDAY,11,0,0,0,0,0,0,XNA,,0.3119146132943421,0.2678689358444539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,6.0,0.0,-13.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
"118225,0,Cash loans,F,N,Y,0,225000.0,1319499.0,43735.5,1080000.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.04622,-17649,-473,-4225.0,-1132,,1,1,0,1,0,0,Sales staff,2.0,1,1,MONDAY,13,0,0,0,0,0,0,Business Entity Type 3,,0.684321698820802,0.4543210601605785,0.0247,,0.9732,,,0.0,0.1034,0.125,,,,0.0495,,0.0,0.0252,,0.9732,,,0.0,0.1034,0.125,,,,0.0516,,0.0,0.025,,0.9732,,,0.0,0.1034,0.125,,,,0.0504,,0.0,,block of flats,0.039,""Stone, brick"",No,2.0,0.0,2.0,0.0,-429.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0"
421846,0,Cash loans,F,N,N,0,76500.0,808650.0,26086.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0096569999999999,-19702,-650,-10921.0,-3152,,1,1,0,1,1,0,Sales staff,2.0,2,2,WEDNESDAY,11,0,0,0,0,0,0,Business Entity Type 3,0.5295233434208616,0.4685486783699082,0.3807996826489149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,5.0,0.0,-829.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0
449079,0,Cash loans,F,N,Y,0,54000.0,675000.0,19867.5,675000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.015221,-18081,365243,-9538.0,-1616,,1,0,0,1,0,0,,2.0,2,2,TUESDAY,10,0,0,0,0,0,0,XNA,,0.5451661905111388,0.6706517530862718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
